"","cell","treat","metacell","color","cell_type"
"270","CTC3_p1.CTC3_p1342","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"271","CTC3_p1.CTC3_p1343","BMP4_2ug","M1953.95","#9e6762","Caudal epiblast"
"272","CTC3_p1.CTC3_p1344","BMP4_2ug","M948.23","#635547","Epiblast"
"273","CTC3_p1.CTC3_p1345","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"274","CTC3_p1.CTC3_p1348","BMP4_2ug","M861.32","#cc7818","Amnion/Chorion progenitor"
"275","CTC3_p1.CTC3_p1349","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"276","CTC3_p1.CTC3_p1350","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"277","CTC3_p1.CTC3_p1351","BMP4_2ug","M943.40","#635547","Epiblast"
"278","CTC3_p1.CTC3_p1352","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"279","CTC3_p1.CTC3_p1353","BMP4_2ug","M25.54","#C594BF","Early nascent mesoderm"
"280","CTC3_p1.CTC3_p1356","BMP4_2ug","M1385.69","#EF5A9D","Gut"
"281","CTC3_p1.CTC3_p1359","BMP4_2ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"282","CTC3_p1.CTC3_p1360","BMP4_2ug","M1270.91","#7F6874","ExE visceral endoderm"
"283","CTC3_p1.CTC3_p1361","BMP4_2ug","M2028.87","#DFCDE4","Late nascent mesoderm"
"284","CTC3_p1.CTC3_p1362","BMP4_2ug","M959.17","#90BF75","Definitive ectoderm"
"285","CTC3_p1.CTC3_p1364","BMP4_2ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"286","CTC3_p1.CTC3_p1365","BMP4_2ug","M910.62","#9e6762","Caudal epiblast"
"287","CTC3_p1.CTC3_p1366","BMP4_2ug","M2393.47","#C594BF","Early nascent mesoderm"
"288","CTC3_p1.CTC3_p1367","BMP4_2ug","M1452.88","#EF5A9D","Gut"
"289","CTC3_p1.CTC3_p1368","BMP4_2ug","M1920.13","#DFCDE4","Late nascent mesoderm"
"290","CTC3_p1.CTC3_p1369","BMP4_2ug","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"291","CTC3_p1.CTC3_p1371","BMP4_2ug","M2435.05","#0F4A9C","Node/Notochord"
"292","CTC3_p1.CTC3_p1372","BMP4_2ug","M81.68","#C594BF","Early nascent mesoderm"
"293","CTC3_p1.CTC3_p1373","BMP4_2ug","M938.32","#635547","Epiblast"
"294","CTC3_p1.CTC3_p1374","BMP4_2ug","M948.23","#635547","Epiblast"
"295","CTC3_p1.CTC3_p1375","BMP4_2ug","M2484.54","#C594BF","Early nascent mesoderm"
"296","CTC3_p1.CTC3_p1376","BMP4_2ug","M771.80","#cc7818","Amnion/Chorion progenitor"
"297","CTC3_p1.CTC3_p1377","BMP4_2ug","M809.18","#cc7818","Amnion/Chorion progenitor"
"298","CTC3_p1.CTC3_p1378","BMP4_2ug","M948.23","#635547","Epiblast"
"299","CTC3_p1.CTC3_p1379","BMP4_2ug","M1972.03","#C594BF","Early nascent mesoderm"
"300","CTC3_p1.CTC3_p1380","BMP4_2ug","M999.77","#635547","Epiblast"
"301","CTC3_p3.CTC3_p3003","NTC","M887.94","#90BF75","Definitive ectoderm"
"302","CTC3_p3.CTC3_p3004","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"303","CTC3_p3.CTC3_p3006","NTC","M939.45","#635547","Epiblast"
"304","CTC3_p3.CTC3_p3007","NTC","M1093.52","#67000d","TGC progenitors"
"305","CTC3_p3.CTC3_p3008","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"306","CTC3_p3.CTC3_p3009","NTC","M879.76","#DABE99","Primitive streak"
"307","CTC3_p3.CTC3_p3011","NTC","M939.45","#635547","Epiblast"
"308","CTC3_p3.CTC3_p3012","NTC","M116.01","#C594BF","Early nascent mesoderm"
"309","CTC3_p3.CTC3_p3013","NTC","M777.35","#cc7818","Amnion/Chorion progenitor"
"310","CTC3_p3.CTC3_p3014","NTC","M924.30","#90BF75","Definitive ectoderm"
"311","CTC3_p3.CTC3_p3015","NTC","M974.83","#90BF75","Definitive ectoderm"
"312","CTC3_p3.CTC3_p3017","NTC","M985.78","#DABE99","Primitive streak"
"313","CTC3_p3.CTC3_p3018","NTC","M1502.85","#ffd854","Chorion progenitors"
"314","CTC3_p3.CTC3_p3019","NTC","M957.27","#DABE99","Primitive streak"
"315","CTC3_p3.CTC3_p3021","NTC","M1010.58","#d6616b","EPC progenitors"
"316","CTC3_p3.CTC3_p3022","NTC","M57.77","#C594BF","Early nascent mesoderm"
"317","CTC3_p3.CTC3_p3026","NTC","M934.58","#635547","Epiblast"
"318","CTC3_p3.CTC3_p3027","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"319","CTC3_p3.CTC3_p3028","NTC","M939.45","#635547","Epiblast"
"320","CTC3_p3.CTC3_p3029","NTC","M879.76","#DABE99","Primitive streak"
"321","CTC3_p3.CTC3_p3030","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"322","CTC3_p3.CTC3_p3031","NTC","M2485.22","#7F6874","ExE visceral endoderm"
"323","CTC3_p3.CTC3_p3032","NTC","M1452.88","#EF5A9D","Gut"
"324","CTC3_p3.CTC3_p3033","NTC","M1972.03","#C594BF","Early nascent mesoderm"
"325","CTC3_p3.CTC3_p3034","NTC","M739.69","#8870ad","ExE mesoderm"
"326","CTC3_p3.CTC3_p3036","NTC","M1452.88","#EF5A9D","Gut"
"327","CTC3_p3.CTC3_p3037","NTC","M1440.36","#0F4A9C","Node/Notochord"
"328","CTC3_p3.CTC3_p3039","NTC","M924.30","#90BF75","Definitive ectoderm"
"329","CTC3_p3.CTC3_p3040","NTC","M879.76","#DABE99","Primitive streak"
"330","CTC3_p3.CTC3_p3041","NTC","M1440.36","#0F4A9C","Node/Notochord"
"331","CTC3_p3.CTC3_p3042","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"332","CTC3_p3.CTC3_p3044","NTC","M57.77","#C594BF","Early nascent mesoderm"
"333","CTC3_p3.CTC3_p3047","NTC","M992.65","#DABE99","Primitive streak"
"334","CTC3_p3.CTC3_p3048","NTC","M879.76","#DABE99","Primitive streak"
"335","CTC3_p3.CTC3_p3054","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"336","CTC3_p3.CTC3_p3055","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"337","CTC3_p3.CTC3_p3057","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"338","CTC3_p3.CTC3_p3059","NTC","M2505.17","#DABE99","Primitive streak"
"339","CTC3_p3.CTC3_p3061","NTC","M939.45","#635547","Epiblast"
"340","CTC3_p3.CTC3_p3066","NTC","M939.45","#635547","Epiblast"
"341","CTC3_p3.CTC3_p3068","NTC","M57.77","#C594BF","Early nascent mesoderm"
"342","CTC3_p3.CTC3_p3069","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"343","CTC3_p3.CTC3_p3071","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"344","CTC3_p3.CTC3_p3072","NTC","M879.76","#DABE99","Primitive streak"
"345","CTC3_p3.CTC3_p3073","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"346","CTC3_p3.CTC3_p3075","NTC","M1452.88","#EF5A9D","Gut"
"347","CTC3_p3.CTC3_p3076","NTC","M924.30","#90BF75","Definitive ectoderm"
"348","CTC3_p3.CTC3_p3077","NTC","M977.37","#635547","Epiblast"
"349","CTC3_p3.CTC3_p3078","NTC","M1953.95","#9e6762","Caudal epiblast"
"350","CTC3_p3.CTC3_p3082","NTC","M908.72","#635547","Epiblast"
"351","CTC3_p3.CTC3_p3086","NTC","M924.30","#90BF75","Definitive ectoderm"
"352","CTC3_p3.CTC3_p3087","NTC","M1396.07","#EF5A9D","Gut"
"353","CTC3_p3.CTC3_p3088","NTC","M1440.36","#0F4A9C","Node/Notochord"
"354","CTC3_p3.CTC3_p3089","NTC","M903.97","#635547","Epiblast"
"355","CTC3_p3.CTC3_p3091","NTC","M939.45","#635547","Epiblast"
"356","CTC3_p3.CTC3_p3092","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"357","CTC3_p3.CTC3_p3093","NTC","M2507.18","#cc7818","Amnion/Chorion progenitor"
"358","CTC3_p3.CTC3_p3097","NTC","M992.65","#DABE99","Primitive streak"
"359","CTC3_p3.CTC3_p3098","NTC","M1010.58","#d6616b","EPC progenitors"
"360","CTC3_p3.CTC3_p3099","NTC","M28.19","#C594BF","Early nascent mesoderm"
"361","CTC3_p3.CTC3_p3100","NTC","M995.99","#90BF75","Definitive ectoderm"
"362","CTC3_p3.CTC3_p3101","NTC","M1452.88","#EF5A9D","Gut"
"363","CTC3_p3.CTC3_p3103","NTC","M939.45","#635547","Epiblast"
"364","CTC3_p3.CTC3_p3105","NTC","M1607.05","#ffad1e","Chorion"
"365","CTC3_p3.CTC3_p3106","NTC","M31.30","#DFCDE4","Late nascent mesoderm"
"366","CTC3_p3.CTC3_p3121","NTC","M1440.36","#0F4A9C","Node/Notochord"
"367","CTC3_p3.CTC3_p3122","NTC","M1502.85","#ffd854","Chorion progenitors"
"368","CTC3_p3.CTC3_p3123","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"369","CTC3_p3.CTC3_p3124","NTC","M879.76","#DABE99","Primitive streak"
"370","CTC3_p3.CTC3_p3126","NTC","M985.78","#DABE99","Primitive streak"
"371","CTC3_p3.CTC3_p3127","NTC","M1607.05","#ffad1e","Chorion"
"372","CTC3_p3.CTC3_p3128","NTC","M771.80","#cc7818","Amnion/Chorion progenitor"
"373","CTC3_p3.CTC3_p3130","NTC","M1440.36","#0F4A9C","Node/Notochord"
"374","CTC3_p3.CTC3_p3132","NTC","M924.30","#90BF75","Definitive ectoderm"
"375","CTC3_p3.CTC3_p3137","NTC","M1012.20","#d6616b","EPC progenitors"
"376","CTC3_p3.CTC3_p3145","NTC","M944.73","#635547","Epiblast"
"377","CTC3_p3.CTC3_p3146","NTC","M57.77","#C594BF","Early nascent mesoderm"
"378","CTC3_p3.CTC3_p3147","NTC","M939.45","#635547","Epiblast"
"379","CTC3_p3.CTC3_p3148","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"380","CTC3_p3.CTC3_p3149","NTC","M116.01","#C594BF","Early nascent mesoderm"
"381","CTC3_p3.CTC3_p3154","NTC","M2045.92","#DABE99","Primitive streak"
"382","CTC3_p3.CTC3_p3156","NTC","M879.76","#DABE99","Primitive streak"
"383","CTC3_p3.CTC3_p3159","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"384","CTC3_p3.CTC3_p3162","NTC","M57.77","#C594BF","Early nascent mesoderm"
"385","CTC3_p3.CTC3_p3163","NTC","M1231.34","#7F6874","ExE visceral endoderm"
"386","CTC3_p3.CTC3_p3165","NTC","M1385.69","#EF5A9D","Gut"
"387","CTC3_p3.CTC3_p3167","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"388","CTC3_p3.CTC3_p3169","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"389","CTC3_p3.CTC3_p3170","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"390","CTC3_p3.CTC3_p3171","NTC","M879.76","#DABE99","Primitive streak"
"391","CTC3_p3.CTC3_p3173","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"392","CTC3_p3.CTC3_p3174","NTC","M2045.92","#DABE99","Primitive streak"
"393","CTC3_p3.CTC3_p3175","NTC","M1452.88","#EF5A9D","Gut"
"394","CTC3_p3.CTC3_p3177","NTC","M57.77","#C594BF","Early nascent mesoderm"
"395","CTC3_p3.CTC3_p3181","NTC","M2485.22","#7F6874","ExE visceral endoderm"
"396","CTC3_p3.CTC3_p3182","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"397","CTC3_p3.CTC3_p3183","NTC","M2033.63","#C594BF","Early nascent mesoderm"
"398","CTC3_p3.CTC3_p3184","NTC","M1093.52","#67000d","TGC progenitors"
"399","CTC3_p3.CTC3_p3188","NTC","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"400","CTC3_p3.CTC3_p3189","NTC","M879.76","#DABE99","Primitive streak"
"401","CTC3_p3.CTC3_p3190","NTC","M1010.58","#d6616b","EPC progenitors"
"402","CTC3_p3.CTC3_p3191","NTC","M1385.69","#EF5A9D","Gut"
"403","CTC3_p3.CTC3_p3192","NTC","M879.76","#DABE99","Primitive streak"
"404","CTC3_p3.CTC3_p3194","NTC","M739.69","#8870ad","ExE mesoderm"
"405","CTC3_p3.CTC3_p3195","NTC","M108.32","#53f1fc","Cardiopharyngeal mesoderm"
"406","CTC3_p3.CTC3_p3196","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"407","CTC3_p3.CTC3_p3197","NTC","M879.76","#DABE99","Primitive streak"
"408","CTC3_p3.CTC3_p3198","NTC","M995.99","#90BF75","Definitive ectoderm"
"409","CTC3_p3.CTC3_p3201","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"410","CTC3_p3.CTC3_p3202","NTC","M939.45","#635547","Epiblast"
"411","CTC3_p3.CTC3_p3203","NTC","M1440.36","#0F4A9C","Node/Notochord"
"412","CTC3_p3.CTC3_p3206","NTC","M879.76","#DABE99","Primitive streak"
"413","CTC3_p3.CTC3_p3208","NTC","M807.01","#cc7818","Amnion/Chorion progenitor"
"414","CTC3_p3.CTC3_p3210","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"415","CTC3_p3.CTC3_p3211","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"416","CTC3_p3.CTC3_p3215","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"417","CTC3_p3.CTC3_p3216","NTC","M1452.88","#EF5A9D","Gut"
"418","CTC3_p3.CTC3_p3218","NTC","M936.27","#90BF75","Definitive ectoderm"
"419","CTC3_p3.CTC3_p3220","NTC","M939.45","#635547","Epiblast"
"420","CTC3_p3.CTC3_p3222","NTC","M1515.51","#ffd854","Chorion progenitors"
"421","CTC3_p3.CTC3_p3225","NTC","M939.45","#635547","Epiblast"
"422","CTC3_p3.CTC3_p3229","NTC","M739.69","#8870ad","ExE mesoderm"
"423","CTC3_p3.CTC3_p3230","NTC","M1585.79","#ffd854","Chorion progenitors"
"424","CTC3_p3.CTC3_p3231","NTC","M950.86","#90BF75","Definitive ectoderm"
"425","CTC3_p3.CTC3_p3232","NTC","M57.77","#C594BF","Early nascent mesoderm"
"426","CTC3_p3.CTC3_p3234","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"427","CTC3_p3.CTC3_p3239","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"428","CTC3_p3.CTC3_p3241","NTC","M57.77","#C594BF","Early nascent mesoderm"
"429","CTC3_p3.CTC3_p3243","NTC","M879.76","#DABE99","Primitive streak"
"430","CTC3_p3.CTC3_p3244","NTC","M1515.51","#ffd854","Chorion progenitors"
"431","CTC3_p3.CTC3_p3245","NTC","M57.77","#C594BF","Early nascent mesoderm"
"432","CTC3_p3.CTC3_p3246","NTC","M879.76","#DABE99","Primitive streak"
"433","CTC3_p3.CTC3_p3248","NTC","M879.76","#DABE99","Primitive streak"
"434","CTC3_p3.CTC3_p3251","NTC","M995.99","#90BF75","Definitive ectoderm"
"435","CTC3_p3.CTC3_p3254","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"436","CTC3_p3.CTC3_p3255","NTC","M995.99","#90BF75","Definitive ectoderm"
"437","CTC3_p3.CTC3_p3257","NTC","M1385.69","#EF5A9D","Gut"
"438","CTC3_p3.CTC3_p3261","NTC","M30.95","#DFCDE4","Late nascent mesoderm"
"439","CTC3_p3.CTC3_p3262","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"440","CTC3_p3.CTC3_p3263","NTC","M903.97","#635547","Epiblast"
"441","CTC3_p3.CTC3_p3264","NTC","M924.30","#90BF75","Definitive ectoderm"
"442","CTC3_p3.CTC3_p3270","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"443","CTC3_p3.CTC3_p3272","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"444","CTC3_p3.CTC3_p3273","NTC","M939.45","#635547","Epiblast"
"445","CTC3_p3.CTC3_p3274","NTC","M879.76","#DABE99","Primitive streak"
"446","CTC3_p3.CTC3_p3275","NTC","M1077.15","#d6616b","EPC progenitors"
"447","CTC3_p3.CTC3_p3276","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"448","CTC3_p3.CTC3_p3278","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"449","CTC3_p3.CTC3_p3279","NTC","M995.99","#90BF75","Definitive ectoderm"
"450","CTC3_p3.CTC3_p3281","NTC","M995.99","#90BF75","Definitive ectoderm"
"451","CTC3_p3.CTC3_p3283","NTC","M879.76","#DABE99","Primitive streak"
"452","CTC3_p3.CTC3_p3285","NTC","M903.97","#635547","Epiblast"
"453","CTC3_p3.CTC3_p3286","NTC","M879.76","#DABE99","Primitive streak"
"454","CTC3_p3.CTC3_p3287","NTC","M57.77","#C594BF","Early nascent mesoderm"
"455","CTC3_p3.CTC3_p3296","NTC","M2045.92","#DABE99","Primitive streak"
"456","CTC3_p3.CTC3_p3299","NTC","M1607.05","#ffad1e","Chorion"
"457","CTC3_p3.CTC3_p3300","NTC","M861.32","#cc7818","Amnion/Chorion progenitor"
"458","CTC3_p3.CTC3_p3302","NTC","M957.27","#DABE99","Primitive streak"
"459","CTC3_p3.CTC3_p3304","NTC","M1932.10","#DFCDE4","Late nascent mesoderm"
"460","CTC3_p3.CTC3_p3305","NTC","M90.19","#C594BF","Early nascent mesoderm"
"461","CTC3_p3.CTC3_p3306","NTC","M1452.88","#EF5A9D","Gut"
"462","CTC3_p3.CTC3_p3307","NTC","M924.30","#90BF75","Definitive ectoderm"
"463","CTC3_p3.CTC3_p3309","NTC","M739.69","#8870ad","ExE mesoderm"
"464","CTC3_p3.CTC3_p3310","NTC","M1978.41","#DFCDE4","Late nascent mesoderm"
"465","CTC3_p3.CTC3_p3312","NTC","M1570.90","#ffd854","Chorion progenitors"
"466","CTC3_p3.CTC3_p3313","NTC","M939.45","#635547","Epiblast"
"467","CTC3_p3.CTC3_p3316","NTC","M977.37","#635547","Epiblast"
"468","CTC3_p3.CTC3_p3318","NTC","M57.77","#C594BF","Early nascent mesoderm"
"469","CTC3_p3.CTC3_p3319","NTC","M57.77","#C594BF","Early nascent mesoderm"
"470","CTC3_p3.CTC3_p3321","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"471","CTC3_p3.CTC3_p3322","NTC","M939.45","#635547","Epiblast"
"472","CTC3_p3.CTC3_p3323","NTC","M879.76","#DABE99","Primitive streak"
"473","CTC3_p3.CTC3_p3324","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"474","CTC3_p3.CTC3_p3325","NTC","M1455.31","#EF5A9D","Gut"
"475","CTC3_p3.CTC3_p3327","NTC","M57.77","#C594BF","Early nascent mesoderm"
"476","CTC3_p3.CTC3_p3328","NTC","M879.76","#DABE99","Primitive streak"
"477","CTC3_p3.CTC3_p3329","NTC","M1452.88","#EF5A9D","Gut"
"478","CTC3_p3.CTC3_p3330","NTC","M1452.88","#EF5A9D","Gut"
"479","CTC3_p3.CTC3_p3331","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"480","CTC3_p3.CTC3_p3333","NTC","M57.77","#C594BF","Early nascent mesoderm"
"481","CTC3_p3.CTC3_p3336","NTC","M1985.91","#C594BF","Early nascent mesoderm"
"482","CTC3_p3.CTC3_p3338","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"483","CTC3_p3.CTC3_p3340","NTC","M972.40","#635547","Epiblast"
"484","CTC3_p3.CTC3_p3342","NTC","M879.76","#DABE99","Primitive streak"
"485","CTC3_p3.CTC3_p3343","NTC","M833.11","#cc7818","Amnion/Chorion progenitor"
"486","CTC3_p3.CTC3_p3344","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"487","CTC3_p3.CTC3_p3345","NTC","M2012.18","#C594BF","Early nascent mesoderm"
"488","CTC3_p3.CTC3_p3349","NTC","M2435.05","#0F4A9C","Node/Notochord"
"489","CTC3_p3.CTC3_p3351","NTC","M879.76","#DABE99","Primitive streak"
"490","CTC3_p3.CTC3_p3352","NTC","M944.73","#635547","Epiblast"
"491","CTC3_p3.CTC3_p3353","NTC","M57.77","#C594BF","Early nascent mesoderm"
"492","CTC3_p3.CTC3_p3354","NTC","M1077.15","#d6616b","EPC progenitors"
"493","CTC3_p3.CTC3_p3355","NTC","M1502.85","#ffd854","Chorion progenitors"
"494","CTC3_p3.CTC3_p3358","NTC","M2393.47","#C594BF","Early nascent mesoderm"
"495","CTC3_p3.CTC3_p3359","NTC","M1989.58","#C594BF","Early nascent mesoderm"
"496","CTC3_p3.CTC3_p3361","NTC","M981.91","#90BF75","Definitive ectoderm"
"497","CTC3_p3.CTC3_p3362","NTC","M879.76","#DABE99","Primitive streak"
"498","CTC3_p3.CTC3_p3363","NTC","M1515.51","#ffd854","Chorion progenitors"
"499","CTC3_p3.CTC3_p3364","NTC","M1515.51","#ffd854","Chorion progenitors"
"500","CTC3_p3.CTC3_p3366","NTC","M1270.91","#7F6874","ExE visceral endoderm"
"501","CTC3_p3.CTC3_p3368","NTC","M57.77","#C594BF","Early nascent mesoderm"
"502","CTC3_p3.CTC3_p3369","NTC","M106.71","#53f1fc","Cardiopharyngeal mesoderm"
"503","CTC3_p3.CTC3_p3371","NTC","M2484.54","#C594BF","Early nascent mesoderm"
"504","CTC3_p3.CTC3_p3375","NTC","M807.01","#cc7818","Amnion/Chorion progenitor"
"505","CTC3_p3.CTC3_p3376","NTC","M924.30","#90BF75","Definitive ectoderm"
"506","CTC3_p5.CTC3_p5001","BMP4_1ug","M2435.05","#0F4A9C","Node/Notochord"
"507","CTC3_p5.CTC3_p5002","BMP4_1ug","M987.37","#90BF75","Definitive ectoderm"
"508","CTC3_p5.CTC3_p5003","BMP4_1ug","M899.08","#635547","Epiblast"
"509","CTC3_p5.CTC3_p5004","BMP4_1ug","M943.40","#635547","Epiblast"
"510","CTC3_p5.CTC3_p5005","BMP4_1ug","M1972.03","#C594BF","Early nascent mesoderm"
"511","CTC3_p5.CTC3_p5006","BMP4_1ug","M936.27","#90BF75","Definitive ectoderm"
"512","CTC3_p5.CTC3_p5007","BMP4_1ug","M977.37","#635547","Epiblast"
"513","CTC3_p5.CTC3_p5008","BMP4_1ug","M2003.89","#C594BF","Early nascent mesoderm"
"514","CTC3_p5.CTC3_p5009","BMP4_1ug","M1518.42","#ffd854","Chorion progenitors"
"515","CTC3_p5.CTC3_p5010","BMP4_1ug","M880.44","#635547","Epiblast"
"516","CTC3_p5.CTC3_p5011","BMP4_1ug","M2484.54","#C594BF","Early nascent mesoderm"
"517","CTC3_p5.CTC3_p5012","BMP4_1ug","M1396.07","#EF5A9D","Gut"
"518","CTC3_p5.CTC3_p5014","BMP4_1ug","M978.79","#DABE99","Primitive streak"
"519","CTC3_p5.CTC3_p5015","BMP4_1ug","M1518.42","#ffd854","Chorion progenitors"
"520","CTC3_p5.CTC3_p5016","BMP4_1ug","M903.97","#635547","Epiblast"
"521","CTC3_p5.CTC3_p5017","BMP4_1ug","M892.10","#635547","Epiblast"
"522","CTC3_p5.CTC3_p5018","BMP4_1ug","M1077.15","#d6616b","EPC progenitors"
"523","CTC3_p5.CTC3_p5019","BMP4_1ug","M1932.10","#DFCDE4","Late nascent mesoderm"
"524","CTC3_p5.CTC3_p5020","BMP4_1ug","M81.68","#C594BF","Early nascent mesoderm"
"525","CTC3_p5.CTC3_p5022","BMP4_1ug","M989.95","#90BF75","Definitive ectoderm"
"526","CTC3_p5.CTC3_p5023","BMP4_1ug","M739.69","#8870ad","ExE mesoderm"
"527","CTC3_p5.CTC3_p5024","BMP4_1ug","M1940.33","#C594BF","Early nascent mesoderm"
"528","CTC3_p5.CTC3_p5025","BMP4_1ug","M739.69","#8870ad","ExE mesoderm"
"529","CTC3_p5.CTC3_p5026","BMP4_1ug","M1396.07","#EF5A9D","Gut"
"530","CTC3_p5.CTC3_p5027","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"531","CTC3_p5.CTC3_p5028","BMP4_1ug","M992.65","#DABE99","Primitive streak"
"532","CTC3_p5.CTC3_p5029","BMP4_1ug","M899.08","#635547","Epiblast"
"533","CTC3_p5.CTC3_p5032","BMP4_1ug","M960.97","#DABE99","Primitive streak"
"534","CTC3_p5.CTC3_p5033","BMP4_1ug","M1924.81","#C594BF","Early nascent mesoderm"
"535","CTC3_p5.CTC3_p5034","BMP4_1ug","M1440.36","#0F4A9C","Node/Notochord"
"536","CTC3_p5.CTC3_p5035","BMP4_1ug","M978.79","#DABE99","Primitive streak"
"537","CTC3_p5.CTC3_p5036","BMP4_1ug","M1944.15","#C594BF","Early nascent mesoderm"
"538","CTC3_p5.CTC3_p5038","BMP4_1ug","M2046.36","#C594BF","Early nascent mesoderm"
"539","CTC3_p5.CTC3_p5039","BMP4_1ug","M880.44","#635547","Epiblast"
"540","CTC3_p5.CTC3_p5040","BMP4_1ug","M28.19","#C594BF","Early nascent mesoderm"
"541","CTC3_p5.CTC3_p5041","BMP4_1ug","M880.44","#635547","Epiblast"
"542","CTC3_p5.CTC3_p5042","BMP4_1ug","M1012.20","#d6616b","EPC progenitors"
"543","CTC3_p5.CTC3_p5043","BMP4_1ug","M976.37","#635547","Epiblast"
"544","CTC3_p5.CTC3_p5044","BMP4_1ug","M880.44","#635547","Epiblast"
"545","CTC3_p5.CTC3_p5045","BMP4_1ug","M978.79","#DABE99","Primitive streak"
"546","CTC3_p5.CTC3_p5046","BMP4_1ug","M2003.89","#C594BF","Early nascent mesoderm"
"547","CTC3_p5.CTC3_p5047","BMP4_1ug","M1570.90","#ffd854","Chorion progenitors"
"548","CTC3_p5.CTC3_p5048","BMP4_1ug","M1010.58","#d6616b","EPC progenitors"
"549","CTC3_p5.CTC3_p5053","BMP4_1ug","M876.99","#90BF75","Definitive ectoderm"
"550","CTC3_p5.CTC3_p5054","BMP4_1ug","M1396.07","#EF5A9D","Gut"
"551","CTC3_p5.CTC3_p5055","BMP4_1ug","M943.40","#635547","Epiblast"
"552","CTC3_p5.CTC3_p5056","BMP4_1ug","M976.37","#635547","Epiblast"
"553","CTC3_p5.CTC3_p5059","BMP4_1ug","M1270.91","#7F6874","ExE visceral endoderm"
"554","CTC3_p5.CTC3_p5060","BMP4_1ug","M726.25","#8870ad","ExE mesoderm"
"555","CTC3_p5.CTC3_p5061","BMP4_1ug","M27.88","#53f1fc","Cardiopharyngeal mesoderm"
"556","CTC3_p5.CTC3_p5062","BMP4_1ug","M989.95","#90BF75","Definitive ectoderm"
"557","CTC3_p5.CTC3_p5063","BMP4_1ug","M2045.92","#DABE99","Primitive streak"
"558","CTC3_p5.CTC3_p5065","BMP4_1ug","M732.76","#8870ad","ExE mesoderm"
"559","CTC3_p5.CTC3_p5066","BMP4_1ug","M1452.88","#EF5A9D","Gut"
"560","CTC3_p5.CTC3_p5069","BMP4_1ug","M1385.69","#EF5A9D","Gut"
"561","CTC3_p5.CTC3_p5070","BMP4_1ug","M1570.90","#ffd854","Chorion progenitors"
"562","CTC3_p5.CTC3_p5071","BMP4_1ug","M2046.36","#C594BF","Early nascent mesoderm"
"563","CTC3_p5.CTC3_p5073","BMP4_1ug","M1396.07","#EF5A9D","Gut"
"564","CTC3_p5.CTC3_p5074","BMP4_1ug","M833.11","#cc7818","Amnion/Chorion progenitor"
"565","CTC3_p5.CTC3_p5075","BMP4_1ug","M1940.33","#C594BF","Early nascent mesoderm"
"566","CTC3_p5.CTC3_p5076","BMP4_1ug","M943.40","#635547","Epiblast"
