"","BMP4_1ug","BMP4_2ug","NTC"
"Ifnlr1",10,8,6
"Ifnz",0,0,0
"Ifrd2",511,442,694
"Ift122",117,148,144
"Ift140",107,113,134
"Ift172",64,110,97
"Ift20",461,342,747
"Ift22",115,142,210
"Ift27",240,218,293
"Ift43",233,248,361
"Ift46",693,569,998
"Ift52",166,177,229
"Ift57",172,148,214
"Ift74",513,421,657
"Ift88",164,163,230
"IgK",0,0,0
"Igbp1",776,608,1214
"Igbp1b",0,0,0
"Igdcc3",292,347,200
"Igdcc4",38,48,30
"Igf1",0,1,6
"Igf1r",541,430,748
"Igf2",3837,2479,3025
"Igf2bp2",2005,1374,2195
"Igf2bp3",2403,1916,2918
"Igf2os",78,59,21
"Igf2r",617,538,637
"Igfals",7,14,7
"Igfbp1",2,0,1
"Igfbp2",808,600,1096
"Igfbp3",104,107,258
"Igfbp4",888,827,1174
"Igfbp6",2,0,2
"Igfbp7",3,2,5
"Igfbpl1",47,59,37
"Igfl3",0,0,0
"Igflr1;U2af1l4",360,300,442
"Igfn1",0,9,1
"Ighmbp2",151,114,124
"Igip",22,16,32
"Igll1",0,0,0
"Iglon5",5,3,10
"Igsf1",41,39,63
"Igsf10",56,65,62
"Igsf11",35,39,26
"Igsf21",27,30,31
"Igsf23",2,3,6
"Igsf3",372,261,321
"Igsf5;Pcp4",22,15,43
"Igsf6",0,0,0
"Igsf8",257,153,258
"Igsf9",203,143,270
"Igsf9b",5,2,11
"Ihh",14,7,15
"Iigp1",0,0,3
"Ik",1445,1147,1768
"IkappaB-zeta;Nfkbiz",242,123,313
"Ikbip",105,107,129
"Ikbkap",933,821,1124
"Ikbkb",131,136,180
"Ikbke",4,6,5
"Ikzf1",11,11,8
"Ikzf2",51,67,41
"Ikzf4",8,16,14
"Ikzf5",124,74,176
"Il10",0,0,0
"Il10rb",46,32,50
"Il11",5,10,8
"Il11ra1",45,24,22
"Il12a",1,0,0
"Il12b",0,2,2
"Il12rb1",4,4,4
"Il12rb2",0,0,1
"Il13",0,0,0
"Il13ra1",49,36,59
"Il13ra2",0,0,0
"Il15",0,6,2
"Il15ra",17,15,8
"Il16",0,0,0
"Il17a",0,0,0
"Il17b",1,4,1
"Il17c",0,0,0
"Il17d",24,19,33
"Il17f",0,2,1
"Il17ra",81,52,106
"Il17rb",3,3,0
"Il17rc",34,21,33
"Il17rd",226,130,435
"Il17re",8,3,3
"Il18",2,3,7
"Il18bp",20,24,22
"Il18r1",0,0,0
"Il18rap",0,0,0
"Il19",0,0,3
"Il1a",1,0,5
"Il1b",0,0,0
"Il1bos",0,0,0
"Il1f10",0,0,0
"Il1f5",0,1,0
"Il1f6",0,0,0
"Il1f8",0,0,0
"Il1f9",0,0,0
"Il1r1",5,10,3
"Il1rap",22,23,31
"Il1rapl1",0,1,1
"Il1rapl2",0,0,2
"Il1rl1",1,0,1
"Il1rl2",1,0,0
"Il1rn",2,0,0
"Il2",0,0,0
"Il20",0,0,0
"Il20ra",2,1,4
"Il21",0,0,0
"Il21r",1,0,0
"Il22",1,0,0
"Il22ra1",9,6,10
"Il22ra2",0,1,0
"Il23a",2,1,0
"Il23r",2,7,0
"Il24",9,6,12
"Il25",0,1,0
"Il27",0,0,0
"Il27ra",2,4,2
"Il2ra",0,2,0
"Il2rb",4,1,1
"Il2rg",50,32,20
"Il3",0,0,0
"Il31",0,0,1
"Il31ra",0,1,0
"Il33",9,28,10
"Il34",0,0,0
"Il3ra",13,8,17
"Il4",0,0,0
"Il4ra",6,8,8
"Il5",0,0,1
"Il5ra",0,0,1
"Il6",0,0,0
"Il6ra",10,11,8
"Il6st",170,127,134
"Il7",1,0,1
"Il7r",0,0,0
"Il9",0,0,0
"Il9r",0,2,0
"Ildr1",58,31,45
"Ildr2",47,51,38
"Ilf2",1281,1206,1553
"Ilf3",1861,1636,2382
"Ilk",524,457,858
"Ilkap",521,389,701
"Iltifb",0,0,0
"Ilvbl",61,56,54
"Immp2l",15,11,22
"Imp3",1097,797,1742
"Imp4",1224,1002,1663
"Impa1",630,498,778
"Impact",441,282,599
"Impdh1",532,366,647
"Impg1",0,2,0
"Impg2",1,0,1
"Ina",209,209,248
"Inadl",225,180,285
"Inafm1",47,65,57
"Inafm2",98,70,68
"Inca1",12,9,1
"Incenp",975,645,1170
"Inf2",85,67,84
"Ing1",792,473,951
"Ing2",546,345,659
"Ing3",218,180,349
"Inha",4,15,5
"Inhba",1,0,2
"Inhbb",5,4,7
"Inhbc",0,0,0
"Inip",361,283,502
"Inmt",0,0,0
"Ino80",370,257,401
"Ino80b",156,155,174
"Ino80c",486,334,594
"Ino80d",405,253,430
"Ino80dos",4,3,4
"Ino80e",417,294,435
"Inpp1",57,29,78
"Inpp4b",0,3,5
"Inpp5a",150,115,241
"Inpp5d",3,6,5
"Inpp5e",118,88,137
"Inpp5f",220,140,273
"Inpp5j",2,0,6
"Inpp5k",92,76,92
"Inppl1",281,141,362
"Ins1",0,0,0
"Ins2",0,0,0
"Insc",0,0,1
"Insig1",140,116,259
"Insig2",211,177,311
"Insl5",0,0,2
"Insl6",14,22,29
"Insm1",97,49,102
"Insm2",0,0,1
"Insrr",2,6,2
"Ints10",367,297,542
"Ints12",304,265,477
"Ints2",612,461,730
"Ints3",633,546,814
"Ints4",578,433,736
"Ints5",452,356,624
"Ints7",602,440,856
"Ints8",975,715,1448
"Ints9",447,318,613
"Invs",45,45,55
"Ip6k3",0,0,0
"Ipcef1",2,2,0
"Ipo11",762,523,969
"Ipo13",255,200,327
"Ipo4",1031,777,1440
"Ipo5",5350,4105,7171
"Ipo8",552,456,743
"Ipo9",1000,802,1326
"Ipp",310,138,352
"Ippk",221,127,260
"Ipw",0,0,0
"Iqca",3,3,2
"Iqcb1",289,178,328
"Iqcc",56,75,66
"Iqcd",1,2,3
"Iqce",58,59,65
"Iqcf1",0,3,0
"Iqcf3",1,2,0
"Iqcf4",0,1,0
"Iqcf5",1,1,4
"Iqcf6",0,0,0
"Iqcg",88,80,82
"Iqch",0,3,1
"Iqgap1",1295,1166,1319
"Iqgap2",144,142,174
"Iqgap3",126,133,165
"Iqsec2",19,5,20
"Iqsec3",1,3,2
"Iqub",10,16,11
"Ireb2",1196,702,1666
"Irf1",182,152,256
"Irf2",46,47,53
"Irf2bp1",234,183,380
"Irf2bp2",225,208,277
"Irf2bpl",334,216,404
"Irf3",275,233,337
"Irf4",2,1,3
"Irf5",5,6,5
"Irf7",4,3,7
"Irf8",10,23,8
"Irf9",71,53,108
"Irg1",0,0,0
"Irgc1",0,0,0
"Irgq",67,44,98
"Irs1",123,101,184
"Irs2",203,221,212
"Irs3",56,25,15
"Irs4",99,63,186
"Irx1",196,135,153
"Irx2",197,69,227
"Irx3",746,553,662
"Irx4",26,23,9
"Irx5",187,234,251
"Irx6",2,3,1
"Isca2",286,257,378
"Iscu",204,133,315
"Isg15",3,3,12
"Isg20",4,16,23
"Isg20l2",887,663,1174
"Isl1",165,327,215
"Isl2",6,9,14
"Islr",1,2,4
"Islr2",1,3,2
"Ism2",10,10,15
"Isoc1",380,374,430
"Isoc2a",12,6,12
"Isoc2b",0,3,0
"Israa",8,6,3
"Ist1",681,491,989
"Isx",0,0,0
"Isy1",822,576,975
"Itfg2",244,170,277
"Itga10",4,5,9
"Itga11",3,3,0
"Itga1;Pelo",471,356,551
"Itga2",0,0,2
"Itga2b",3,11,5
"Itga3",76,49,66
"Itga4",22,54,11
"Itga7",96,35,68
"Itga8",28,40,67
"Itgad",0,0,0
"Itgae",3,6,5
"Itgal",1,1,0
"Itgav",259,147,307
"Itgax",0,0,0
"Itgb1",2269,1773,2375
"Itgb1bp1",193,143,224
"Itgb1bp2",5,7,9
"Itgb2",1,3,2
"Itgb2l",0,0,0
"Itgb3",133,49,61
"Itgb3bp",320,307,382
"Itgb4",103,46,35
"Itgb5",450,391,598
"Itgb6",0,0,0
"Itgb7",2,1,6
"Itgb8",9,6,6
"Itgbl1",0,0,0
"Itih1",0,0,0
"Itih2",0,3,1
"Itih3",1,0,0
"Itih4",1,1,2
"Itk",0,0,0
"Itln1",0,1,0
"Itm2a",122,149,225
"Itm2b",663,608,1191
"Itpa",1051,874,1506
"Itpk1",194,104,226
"Itpka",3,2,7
"Itpkc",93,40,103
"Itpr2",19,17,15
"Itpripl1",93,80,133
"Itpripl2",73,82,63
"Itsn2",134,75,117
"Ivd",226,182,271
"Ivl",1,0,3
"Ivns1abp",1864,1510,2395
"Iws1",918,645,1019
"Iyd",0,1,0
"Izumo1;Rasip1",72,79,75
"Izumo1r",1,1,0
"Izumo2",0,0,0
"Izumo3",0,1,0
"Izumo4",3,11,1
"JA187517",163,35,37
"JA202371",0,0,0
"JA375473",0,0,0
"JC050148",0,0,0
"JC183178",0,0,0
"JC269627",0,0,0
"JC334296",0,0,0
"JC334300",0,0,0
"JC334340",0,0,0
"JQ929654",0,0,1
"JX277267;Trbv12-1",0,0,0
"JX277353;M25913",0,0,0
"JX277541;M11859",0,0,0
"JX520929",0,0,0
"Jade2",224,146,179
"Jade3",410,237,497
"Jag1",251,208,504
"Jagn1",705,475,894
"Jakmip1",24,23,37
"Jakmip2",82,73,103
"Jakmip3",4,5,2
"Jam2",16,19,19
"Jam3",507,368,663
"Jarid2",1222,978,1506
"Jazf1",8,0,6
"Jchain",0,0,0
"Jdp2",235,116,155
"Jhy",1,1,0
"Jkamp",572,522,548
"Jmjd4",155,138,177
"Jmjd6",677,402,1157
"Jmjd8",189,171,236
"Jmy",302,230,306
"Jph1",160,117,211
"Jph2",12,5,4
"Jph3",35,28,32
"Jph4",106,104,128
"Jpx",45,56,61
"Jrk",66,93,27
"Jrkl",55,97,59
"Jsrp1",16,24,16
"Jtb",446,295,574
"Jup",240,158,250
"K00103",0,0,0
"K02686",0,0,0
"KC202870",0,0,0
"KR348528",3,6,10
"KT932382",863,820,1135
"Kalrn",62,52,64
"Kank1",250,202,262
"Kank2",327,201,331
"Kank3",21,39,32
"Kank4",7,6,6
"Kank4os",2,12,3
"Kansl1",610,486,807
"Kansl1l",73,40,129
"Kansl2",144,47,215
"Kantr",76,32,132
"Kap",0,0,0
"Kars",2555,2093,3585
"Kat2a",580,508,703
"Kat2b",42,26,50
"Kat5",251,169,284
"Kat6a",576,352,568
"Kat6b;mKIAA0383",240,150,350
"Kat7",900,570,1215
"Kat8",286,198,402
"Katna1",555,476,982
"Katnal1",37,38,21
"Katnal2",43,52,76
"Katnb1",241,174,281
"Katnbl1;Slc12a6",487,326,735
"Kazald1",2,19,3
"Kazn",105,68,163
"Kbtbd11",20,17,19
"Kbtbd12",0,1,0
"Kbtbd13",6,26,5
"Kbtbd2",481,346,732
"Kbtbd3",52,87,71
"Kbtbd4",209,125,356
"Kbtbd6",13,19,33
"Kbtbd7",69,88,151
"Kbtbd8",99,56,168
"Kcna1",24,34,28
"Kcna10",0,0,0
"Kcna2",6,12,5
"Kcna3",2,0,0
"Kcna4",13,4,6
"Kcna5",4,7,3
"Kcna6",1,2,5
"Kcna7",1,2,1
"Kcnab1",12,15,5
"Kcnab2",1,4,2
"Kcnab3",23,10,26
"Kcnb2",5,0,2
"Kcnc2",7,1,6
"Kcnc3",30,19,50
"Kcnc4",26,11,18
"Kcnd1",41,30,42
"Kcnd2",1,0,0
"Kcnd3",5,0,4
"Kcnd3os",1,1,2
"Kcne1",2,4,5
"Kcne1l",9,14,13
"Kcne2",0,0,1
"Kcne3",8,6,8
"Kcne4",0,0,0
"Kcnf1",22,7,17
"Kcng1",2,4,4
"Kcng2",1,7,2
"Kcng3",5,3,5
"Kcng4",0,0,1
"Kcnh1",2,4,3
"Kcnh2",38,27,33
"Kcnh3",1,2,1
"Kcnh4",3,6,5
"Kcnh5",2,3,3
"Kcnh6",4,3,1
"Kcnh7",6,8,9
"Kcnh8",8,1,13
"Kcnip1",2,0,0
"Kcnip2",10,6,13
"Kcnip3",46,51,79
"Kcnip4",0,0,1
"Kcnj1",0,0,0
"Kcnj10",5,8,8
"Kcnj11",1,8,1
"Kcnj12",15,8,13
"Kcnj13",0,0,0
"Kcnj14",3,4,0
"Kcnj15",2,14,7
"Kcnj16",0,0,0
"Kcnj2",1,3,8
"Kcnj3",70,24,75
"Kcnj4",2,2,6
"Kcnj5",14,11,11
"Kcnj6",0,0,0
"Kcnj8",0,2,2
"Kcnk1",444,326,476
"Kcnk10",0,1,1
"Kcnk12",5,14,2
"Kcnk13",2,2,2
"Kcnk15",0,0,0
"Kcnk16",0,0,0
"Kcnk18",2,1,4
"Kcnk2",20,28,22
"Kcnk3",3,9,4
"Kcnk4",0,2,0
"Kcnk5",65,93,131
"Kcnk6",140,34,82
"Kcnk7",0,0,1
"Kcnk9",0,0,0
"Kcnma1",5,5,5
"Kcnmb1",3,2,4
"Kcnmb2",6,5,5
"Kcnmb3",0,0,0
"Kcnmb4",81,82,114
"Kcnmb4os1",0,0,1
"Kcnmb4os2",20,38,14
"Kcnn1",21,19,11
"Kcnn2",29,17,32
"Kcnn3",0,1,5
"Kcnn4",3,1,0
"Kcnq1",1,0,3
"Kcnq1ot1",382,646,353
"Kcnq2",12,7,12
"Kcnq3",2,5,1
"Kcnq4",0,0,0
"Kcnq5",4,1,6
"Kcnrg",1,0,4
"Kcns1",6,23,3
"Kcns2",1,8,1
"Kcns3",48,30,68
"Kcnt1",0,4,0
"Kcnt2",16,16,21
"Kcnu1",0,2,0
"Kcnv1",0,2,1
"Kcnv2",0,0,0
"Kcp",21,15,20
"Kctd1",157,106,233
"Kctd10",546,402,772
"Kctd11",35,39,48
"Kctd12",140,134,122
"Kctd12b",29,26,34
"Kctd13",72,53,106
"Kctd14",2,0,3
"Kctd15",396,326,441
"Kctd16",1,1,0
"Kctd17",289,158,258
"Kctd18",98,102,127
"Kctd19",0,0,1
"Kctd2",147,152,188
"Kctd21",20,23,19
"Kctd3",500,286,724
"Kctd4",0,0,0
"Kctd5",607,501,888
"Kctd6",279,193,290
"Kctd7",5,10,16
"Kctd8",10,0,20
"Kctd9",221,152,258
"Kdelc1",363,379,556
"Kdelc2",108,124,127
"Kdelr1",426,341,501
"Kdelr2",942,751,1263
"Kdelr3",85,63,101
"Kdf1",135,88,127
"Kdm1a",1363,933,1825
"Kdm1b",70,47,92
"Kdm2b",502,372,631
"Kdm3a",369,183,597
"Kdm4a",134,72,128
"Kdm4b",193,111,262
"Kdm4d",0,2,1
"Kdm5b",1644,1446,2046
"Kdm5d",36,92,92
"Kdm6b",430,337,519
"Kdm7a",257,192,286
"Kdm8",65,58,87
"Kdr",262,235,262
"Kdsr",310,238,382
"Keap1",202,141,204
"Keg1",0,0,0
"Kel",0,1,1
"Kera",0,0,0
"Khdc1a",0,0,1
"Khdc1b",0,0,0
"Khdc1c",0,0,0
"Khdc3",0,0,0
"Khdrbs2",5,6,6
"Khdrbs3",290,244,394
"Khk",101,81,125
"Khnyn",70,61,55
"Khsrp",1747,1245,2243
"Kidins220",164,130,189
"Kif11",1147,797,1572
"Kif12",4,4,5
"Kif13a",258,133,251
"Kif13b",73,28,57
"Kif14",242,223,234
"Kif15",730,652,1022
"Kif16b",83,55,93
"Kif16bos",0,0,0
"Kif17;Sh2d5",13,36,16
"Kif18a",283,132,387
"Kif19a",0,1,0
"Kif1a",154,123,190
"Kif1b",799,656,865
"Kif1bp",372,239,509
"Kif20a",1096,800,1710
"Kif21a",407,278,503
"Kif21b",224,175,182
"Kif22",896,670,1330
"Kif23",779,549,959
"Kif24",63,47,65
"Kif26b",7,16,20
"Kif2b",0,0,1
"Kif2c",556,359,679
"Kif3a",271,213,343
"Kif3b",214,119,214
"Kif4-ps",0,0,1
"Kif5a",66,36,61
"Kif5c",326,259,359
"Kif6",5,8,7
"Kif7",57,48,82
"Kif9",7,17,11
"Kifap3",467,510,659
"Kifc2",26,18,24
"Kifc3",52,33,58
"Kin",342,247,594
"Kir3dl1",0,0,0
"Kir3dl2",0,1,0
"Kirrel",135,78,142
"Kirrel2",2,0,0
"Kirrel3",0,6,2
"Kiss1r",2,7,6
"Kitl",216,151,311
"Kiz",278,237,358
"Kl",1,7,5
"Klb",14,10,11
"Klc1",205,161,240
"Klc2",180,127,180
"Klc3",83,56,69
"Klc4",121,104,180
"Klf1",5,6,4
"Klf13",819,557,787
"Klf14",21,15,11
"Klf15",71,73,122
"Klf16",269,152,356
"Klf17",4,3,3
"Klf2",66,15,84
"Klf3",216,141,238
"Klf4",210,114,346
"Klf5",433,215,477
"Klf8",86,66,103
"Klf9",631,377,477
"Klhdc1",3,3,5
"Klhdc10",596,322,767
"Klhdc2",1099,951,1709
"Klhdc3",1247,1051,1633
"Klhdc4",190,145,189
"Klhdc7a",0,10,2
"Klhdc7b",0,0,0
"Klhdc8a",3,2,1
"Klhdc8b",26,29,26
"Klhdc9",12,40,15
"Klhl1",0,0,0
"Klhl10",6,10,5
"Klhl11",62,37,35
"Klhl13",579,233,448
"Klhl14",16,13,32
"Klhl15",63,64,49
"Klhl18",113,58,125
"Klhl20",130,85,129
"Klhl21",237,170,308
"Klhl23",187,142,227
"Klhl24",359,321,543
"Klhl25",94,60,131
"Klhl26",38,34,41
"Klhl28",59,66,68
"Klhl29",20,12,50
"Klhl3",0,0,0
"Klhl31",4,3,2
"Klhl32",15,14,15
"Klhl33",0,0,0
"Klhl34",0,8,2
"Klhl35",0,12,0
"Klhl36",10,11,14
"Klhl38",0,0,0
"Klhl4",2,3,3
"Klhl40",2,13,1
"Klhl41",3,3,3
"Klhl42",56,58,54
"Klhl5",61,48,79
"Klhl6",73,97,227
"Klhl7",189,154,324
"Klhl8",26,28,59
"Klhl9",753,598,1183
"Klk1",0,0,1
"Klk10",5,5,1
"Klk11",0,0,1
"Klk12",0,0,1
"Klk13",18,7,6
"Klk14",5,6,7
"Klk15",0,0,0
"Klk1b1",0,0,0
"Klk1b11",0,1,0
"Klk1b16",0,0,0
"Klk1b21",0,0,0
"Klk1b22",0,0,0
"Klk1b24",2,1,0
"Klk1b26",0,0,0
"Klk1b27",0,0,0
"Klk1b3",0,1,0
"Klk1b4",0,0,0
"Klk1b5",0,0,0
"Klk1b7-ps",0,0,0
"Klk1b8",0,0,0
"Klk1b9",0,0,0
"Klk4",0,0,0
"Klk5",0,0,0
"Klk6",0,0,0
"Klk7",3,3,5
"Klk8",140,173,267
"Klk9",1,0,0
"Klra10;Klra14-ps;Klra21;Klra3;Klra8;Klra9",0,1,0
"Klra17",0,0,1
"Klra19;Klra6",0,0,0
"Klra1;Klra12;Klra15;Klra18;Klra22;Klra23;Klra4;Klra7",1,0,0
"Klra2",0,0,1
"Klra5",1,0,0
"Klrb1",0,0,0
"Klrb1-ps1",0,0,0
"Klrb1a",0,4,0
"Klrb1b;Klrb1c",0,2,0
"Klrb1f",0,5,1
"Klrc1",0,0,0
"Klrc2",0,0,0
"Klrc3",0,0,0
"Klrd1",0,0,0
"Klre1",0,0,0
"Klrg1",0,0,0
"Klrg2",3,2,3
"Klri1",0,0,0
"Klri2",0,0,0
"Klrk1",0,0,0
"Kmo",4,2,3
"Kmt2b",202,144,261
"Kmt2d",455,269,601
"Kncn",0,0,0
"Kndc1",14,12,8
"Kng1",0,0,0
"Kng2",1,1,1
"Knop1",1568,1140,2009
"Knstrn",545,424,644
"Kntc1",328,297,421
"Kpna1",431,282,568
"Kpna3",1584,1146,2278
"Kpna4",738,581,1048
"Kpna6",522,284,663
"Kpna7",0,2,1
"Kpnb1",6723,4851,8952
"Kprp",0,0,0
"Kptn",110,101,129
"Kras",1224,824,1349
"Krba1",226,149,290
"Kremen1",82,42,96
"Kremen2",15,15,9
"Kri1",271,152,258
"Krr1",1085,847,1573
"Krt1",15,17,8
"Krt10",96,114,107
"Krt12",1,0,0
"Krt13",0,0,1
"Krt14",2,2,1
"Krt15",3,2,0
"Krt16",0,0,1
"Krt17",6,4,6
"Krt18",3364,2568,3108
"Krt19",1447,626,879
"Krt2",0,0,0
"Krt20",0,0,0
"Krt222",5,12,9
"Krt23",1,1,2
"Krt24",0,0,0
"Krt25",1,0,0
"Krt26",0,0,0
"Krt27",3,0,5
"Krt28",1,2,1
"Krt31",0,0,0
"Krt32",0,0,0
"Krt33a",0,0,0
"Krt33b",0,0,0
"Krt34",0,0,0
"Krt35",0,0,0
"Krt36",0,1,1
"Krt39",0,0,0
"Krt4",0,0,0
"Krt40",0,0,0
"Krt42",2,2,1
"Krt5",0,0,0
"Krt6a",0,0,0
"Krt6b",0,0,0
"Krt7",416,239,270
"Krt71",0,1,0
"Krt72",0,0,0
"Krt73",0,0,0
"Krt74",0,0,0
"Krt75",0,0,0
"Krt76",0,1,0
"Krt77",1,0,0
"Krt78",0,1,0
"Krt79",5,11,5
"Krt8",2634,1614,2598
"Krt80",4,6,7
"Krt82",0,0,0
"Krt84",0,1,1
"Krt86",2,0,0
"Krt9",0,0,0
"Krtap1-3",0,0,0
"Krtap1-4",0,0,0
"Krtap1-5",0,0,0
"Krtap10-10",0,1,0
"Krtap10-4",0,0,0
"Krtap11-1",0,0,0
"Krtap12-1",0,0,0
"Krtap13",0,0,0
"Krtap13-1",0,0,0
"Krtap14",0,0,0
"Krtap15",0,0,0
"Krtap16-1",0,0,0
"Krtap16-3",0,0,0
"Krtap17-1",8,0,0
"Krtap19-1",0,0,0
"Krtap19-2",0,0,0
"Krtap19-3",0,0,0
"Krtap19-4",0,0,0
"Krtap19-5",0,0,0
"Krtap19-9b",0,0,0
"Krtap2-4",0,0,0
"Krtap20-2",0,0,0
"Krtap21-1",0,0,0
"Krtap22-2",0,0,0
"Krtap24-1",0,0,0
"Krtap26-1",0,0,0
"Krtap27-1",0,0,0
"Krtap28-13",0,0,0
"Krtap3-1",0,0,0
"Krtap3-2",0,0,0
"Krtap3-3",0,0,0
"Krtap31-1",0,0,0
"Krtap31-2",0,0,0
"Krtap4-1",0,0,0
"Krtap4-16",0,0,0
"Krtap4-2",0,0,0
"Krtap4-6",0,0,0
"Krtap4-7",0,0,0
"Krtap4-8",0,0,0
"Krtap4-9",0,0,0
"Krtap5-1",0,0,0
"Krtap5-2",0,0,0
"Krtap5-3",0,0,0
"Krtap5-4",0,1,0
"Krtap5-5",0,0,0
"Krtap6-1",0,0,0
"Krtap6-2",0,0,0
"Krtap6-5",0,0,0
"Krtap7-1",0,0,0
"Krtap8-1",0,0,0
"Krtap9-1",0,0,0
"Krtap9-3",0,0,0
"Krtap9-5",0,0,0
"Krtcap2",2012,2021,3074
"Krtcap3",118,145,150
"Krtdap",10,3,4
"Ksr1",6,2,3
"Ksr2",1,2,4
"Kti12",539,346,861
"Ktn1",1804,1585,1912
"Kxd1",270,269,407
"Ky",6,7,1
"Kynu",1,4,6
"L04847",0,0,0
"L15353",0,0,0
"L1cam",117,96,135
"L1td1",920,416,916
"L2hgdh",163,155,254
"L3hypdh",18,41,51
"L3mbtl1",1,0,0
"L3mbtl3",245,269,223
"L3mbtl4",1,0,0
"L42337",0,0,0
"LOC100040786",0,0,0
"LOC100043315",0,1,0
"LOC100049077",14,28,12
"LOC100125594",0,0,0
"LOC100504703",28,36,48
"LOC100505025",0,1,0
"LOC100862268",3,7,2
"LOC101055749",0,0,0
"LOC102631757",0,0,0
"LOC102634401",1,5,3
"LOC102636514",22,51,28
"LOC102640359",3,5,13
"LOC105242399",0,0,0
"LOC105245869",15,4,13
"LOC105246506",5,0,4
"LOC106029237",0,0,0
"LOC106740",50,28,86
"LOC380994",0,0,0
"LOC432842",0,1,0
"LOC666331",1,0,1
"Lacc1",32,41,48
"Lace1",29,32,38
"Lactb",169,127,195
"Lactb2",162,250,207
"Lactbl1",0,1,0
"Lad1",432,211,332
"Lag3",16,46,30
"Lage3",409,382,611
"Lair1",0,0,1
"Lalba",0,0,0
"Lama1",111,175,167
"Lama2",3,0,1
"Lama3",2,3,2
"Lama4",59,54,48
"Lamb1",964,839,1321
"Lamb2",105,70,76
"Lamc1",400,311,470
"Lamc2",12,15,19
"Lamc3",0,3,1
"Lamp1",2768,2014,3030
"Lamp2",259,213,403
"Lamp5",0,0,1
"Lamtor2",346,357,640
"Lamtor3",149,73,205
"Lamtor4",316,263,521
"Lamtor5",543,498,848
"Lancl1",310,279,421
"Lancl2",422,375,583
"Lancl3",9,7,5
"Lao1",0,0,0
"Lap3",1453,1175,2018
"Laptm4a",1117,998,1632
"Large",55,76,117
"Larp1",2339,1469,2751
"Larp1b;Larp2",136,51,138
"Larp4",1046,696,1420
"Larp4b;mKIAA0217",1884,1238,1936
"Larp6",2,5,1
"Larp7",2197,2100,3227
"Lars2",1149,997,920
"Las1l",946,625,1011
"Lasp1",997,584,995
"Lat2",1,2,5
"Lats1",226,151,336
"Lax1",0,6,3
"Layn",9,7,7
"Lbh",133,178,205
"Lbp",10,14,11
"Lbr",2066,1437,2702
"Lbx1",0,0,0
"Lbx2",0,0,2
"Lca5",131,102,164
"Lca5l",5,12,5
"Lcat",15,8,16
"Lce1a1",0,0,0
"Lce1a2",0,0,0
"Lce1b",0,0,0
"Lce1c",0,0,0
"Lce1d",0,0,0
"Lce1e",0,0,0
"Lce1f",0,0,0
"Lce1g",0,0,0
"Lce1h",0,0,0
"Lce1i",0,0,0
"Lce1j",0,0,0
"Lce1k",0,0,0
"Lce1l",0,0,0
"Lce1m",0,0,0
"Lce3a",0,0,0
"Lce3b",0,0,0
"Lce3c",0,0,0
"Lce3d",0,0,0
"Lce3e",0,0,0
"Lce3f",0,0,0
"Lce6a",0,0,0
"Lclat1",67,87,63
"Lcmt1",417,340,599
"Lcmt2",93,152,96
"Lcn10",0,0,0
"Lcn11",0,0,0
"Lcn12",0,1,0
"Lcn2",0,0,0
"Lcn3",0,0,0
"Lcn4",0,1,0
"Lcn5",0,0,0
"Lcn6",0,0,0
"Lcn8",0,0,0
"Lcn9",0,0,0
"Lcor",54,56,28
"Lcorl",62,83,100
"Lcp1",76,64,99
"Lcp2",0,0,0
"Lct",4,8,6
"Lctl",0,1,1
"Ldah",484,404,570
"Ldb1",896,681,1063
"Ldb2",121,88,188
"Ldb3",2,10,1
"Ldhal6b",5,5,1
"Ldhb",733,737,1396
"Ldhc",40,37,53
"Ldhd",1,8,2
"Ldlr",187,110,219
"Ldlrad1",0,0,0
"Ldlrad2",0,0,0
"Ldlrad4",0,3,1
"Ldlrap1",191,64,131
"Ldoc1",699,235,347
"Ldoc1l",77,154,72
"Leap2",2,1,4
"Lect1",22,23,49
"Lect2",4,5,8
"Lef1",1142,1033,1289
"Lefty1",1,2,16
"Lefty2",428,241,586
"Lekr1",3,16,6
"Lelp1",0,0,0
"Lemd1",32,41,33
"Lemd2",140,125,154
"Lemd3",216,153,340
"Leng1;Tmc4",227,191,327
"Leng8",126,61,149
"Leng9",22,18,11
"Leo1",826,502,1076
"Lep",0,0,0
"Lepr",2,9,7
"Leprot",256,275,297
"Leprotl1",340,266,466
"Letm1",758,476,999
"Letm2",20,66,19
"Letmd1",68,74,39
"Lexm",0,0,1
"Lfng",104,94,107
"Lgals1",1713,796,1587
"Lgals12",2,2,6
"Lgals2",39,26,62
"Lgals3",327,103,174
"Lgals3bp",7,10,10
"Lgals4",1,2,1
"Lgals7",1,0,1
"Lgals8",29,26,32
"Lgals9",161,86,69
"Lgalsl",222,240,408
"Lgi1",1,0,0
"Lgi2",69,81,71
"Lgi3",0,0,0
"Lgi4",1,0,1
"Lgmn",593,463,735
"Lgr4",149,111,221
"Lgr5",93,62,151
"Lgr6",0,1,2
"Lgsn",0,0,0
"Lhb",3,7,13
"Lhcgr",0,0,0
"Lhfp",148,145,337
"Lhfpl1",0,0,2
"Lhfpl2",210,207,249
"Lhfpl3",1,0,0
"Lhfpl4",48,48,49
"Lhfpl5",2,4,3
"Lhpp",201,232,275
"Lhx1",357,469,509
"Lhx1os",81,98,162
"Lhx2",106,72,49
